instance_id,merged_answer,file_matches,file_match_count,resolved
django__django-17029,"The function in question is `Apps.clear_cache()`, and it's located in the Django project's `django/apps/registry.py` file. The type-checking tool being run repeatedly is mypy, and it's used in conjunction with django-stubs. We use `apps.clear_cache()` in django-stubs to reset the previous state between mypy runs, but it seems that it's not fully clearing all caches, specifically the `get_swappable_settings_name` cache.",['django/apps/registry.py'],1,0
django__django-16502,"In the current implementation of Django's development server (runserver), when it receives an HTTP HEAD request, it improperly includes the response body. The expected behavior, as per RFC 2616, is that response bodies should not be returned for HEAD requests. The server deviates from this expected behavior by including the body in the response.",[],0,0
django__django-16560,,[],0,0
django__django-17087,"The exact issue arises from the migration containing the wrong value for the default argument: ""appname.models.Capability.default"" instead of ""appname.models.Profile.Capability.default"", leading to an error during migration. The affected model field is `capabilities` and the nested class `Capability` within the `Profile` model. A suggested fix is to use `__qualname__` instead of `__name__` in the `FunctionTypeSerializer` of `django/db/migrations/serializer.py`. No workarounds were mentioned in the details I have.",['django/db/migrations/serializer.py'],1,0
django__django-16667,"The SelectDateWidget is used in a Django form to allow users to input date values through dropdowns for day, month, and year. The issue occurs when a user inputs values for these fields that exceed the maximum integer size, specifically the year in this case. The expected behavior would ideally involve some form of error handling to prevent the server from crashing when such large integers are submitted. When the server crashes, the error message generated is an OverflowError: ""signed integer is greater than maximum."" The traceback points to the line in `widgets.py` where the date is constructed using these large integers.",[],0,0
django__django-16662,"The Django coding style, which aligns with isort defaults, specifies that all `import module` statements should come before `from module import objects` in each section. So, import statements in migration files should be ordered with standard imports first, followed by the more specific imports from modules. The file responsible for generating migration files in Django is `django/db/migrations/writer.py`.",['django/db/migrations/writer.py'],1,0
django__django-16661,"The `ModelAdmin.lookup_allowed()` method is used to determine if a certain lookup path is allowed on a model in the Django admin. The expected behavior here is that it should return `True` when a lookup is part of the `list_filter`. In the issue, it's failing because it incorrectly considers a foreign key that is also a primary key as concrete inheritance. This leads to an incorrect path assumption, making the method return `False` for allowed lookups like 'restaurant__place__country'. The foreign key as a primary key is being treated differently because it shortcuts the lookup path incorrectly.",[],0,0
django__django-16801,"The post_init signal handler is related to Django's ImageField. It's associated with models using ImageField. If the width_field and height_field are not set, the signal handler doesn't perform any action but is still being evaluated, which causes the performance issue.",[],0,True
django__django-9296,"The Paginator class is used to split a list of items into pages, which makes it easier to display or process them a page at a time. Currently, you can iterate over the pages using the `page_range` function, but the `__iter__` method hasn't been implemented. The expected behavior of the `__iter__` method is to iterate through all pages, yielding each one in sequence, just like in my example in the issue description.",[],0,0
django__django-16877,,[],0,0
django__django-15957,"The error that occurs when attempting to filter a query after slicing is an `AssertionError` with the message: ""Cannot filter a query once a slice has been taken."" The expected behavior would be to allow slicing within the prefetch. The use case involves wanting to display a list of categories with a few example objects (e.g., posts) from each category. Without slicing, prefetching results in loading all objects into memory, which is inefficient when only a limited number are needed. I don't have that information.",[],0,0
django__django-16819,The issue is about reducing the AddIndex and RemoveIndex operations in database migrations when optimizing. The operations are currently being performed in a way that might not be optimal. You should focus on the file `django/db/migrations/operations/models.py`.,['django/db/migrations/operations/models.py'],1,0
django__django-16938,"The custom manager, `TestTagManager`, uses `select_related` to optimize retrieval by following the `master` relation in the `get_queryset` method. Here's how it's defined and used:

```python
class TestTagManager(Manager):
    def get_queryset(self):
        qs = super().get_queryset()
        qs = qs.select_related(""master"")  # follow master when retrieving object by default
        return qs
```

The `FieldError` occurs during serialization when attempting to serialize an object with a many-to-many relation involving models that use this custom manager. The exact error message raised is:

```
django.core.exceptions.FieldError: Field TestTag.master cannot be both deferred and traversed using select_related at the same time.
```

This error is related to performance optimization changes implemented in Django.",[],0,0
django__django-16899,"The `readonly_fields` attribute in the `ModelAdmin` class is used to specify fields that should be displayed as read-only in the admin interface. It's typically defined within a subclass of `ModelAdmin`. Currently, when there's an error related to `readonly_fields`, the message refers to the index, like 'readonly_fields[0]', without including the specific field name, making it less informative.

For example, the current error message is: 
""The value of 'readonly_fields[0]' is not a callable, an attribute of 'CityInline', or an attribute of 'admin_checks.City'.""

It would be helpful if the error message could be enhanced to include the field name, similar to how errors are expressed for attributes like `list_editable`, which includes the field name, such as: 
""The value of 'list_editable[0]' refers to 'original_release', which is not contained in 'list_display'.""",[],0,0
django__django-16901,,[],0,0
django__django-16950,,[],0,0
matplotlib__matplotlib-21568,"The issue with the datetime axis labels is observed in matplotlib version 3.4.3. In the older version, 3.3.4, the spacing of the datetime axis labels is clear, but it does not render the labels using LaTeX. The user wants to achieve the same spacing as in version 3.3.4 while using LaTeX formatting.",[],0,0
matplotlib__matplotlib-20488,"The exact `ValueError` being raised is: ""ValueError: Invalid vmin or vmax"". The stack trace points to line 1477 in `lib/matplotlib/colors.py`. Regarding the environment, the issue seems related to a recent update as it coincides with the release of NumPy 1.21.0, which may not be reflected in my local setup. I don't have the specific environment details for the CI runs.",[],0,0
matplotlib__matplotlib-20859,"The exact error message that is raised when trying to add a legend to a `SubFigure` is:

```
Traceback (most recent call last):
  File ""bug_test.py"", line 5, in <module>
    subfig.legend()
  File ""/.../matplotlib/lib/matplotlib/figure.py"", line 1068, in legend
    l = mlegend.Legend(self, handles, labels, *extra_args,
  File ""/.../matplotlib/lib/matplotlib/legend.py"", line 441, in __init__
    raise TypeError(""Legend needs either Axes or Figure as parent"")
TypeError: Legend needs either Axes or Figure as parent
```

The expected behavior when adding a legend to a `SubFigure` is that it should successfully display the legend. The example used is a bit simplified, but the goal is to have a legend per subfigure. Changing the line in `legend.py` to check against `FigureBase` instead of just `Figure` fixes the issue.",['lib/matplotlib/legend.py'],1,0
matplotlib__matplotlib-22719,,[],0,0
django__django-17084,"The error message I encounter is: `psycopg2.errors.GroupingError: aggregate function calls cannot contain window function calls`. I'm using PostgreSQL version 13.4. As for specific models or views, I haven't provided those details in my report.",[],0,0
matplotlib__matplotlib-22865,"The issue occurs when creating a matplotlib colorbar with `drawedges=True` and `extend='both'`. These settings should draw black lines separating the colors of the colorbar, including at the extremities. However, the black lines at the extremities do not appear as expected. The expected behavior is to have black edges at both ends of the colorbar, as depicted in the expected outcome image.",[],0,0
matplotlib__matplotlib-24570,"The `align` parameter in `HPacker` has options like `top` and `bottom` that are currently functioning in reverse. This means that when `align=""bottom""` is used, it actually behaves as if `align=""top""` was specified and vice versa. The discrepancy is evident when visually inspecting the alignment of packed items, as shown in the provided code example and the corresponding images. This issue is most prominent when arranging elements in horizontal packing and expecting them to align at the top or bottom. The implementation of the `HPacker` component, specifically the part that handles the `align` parameter, can be found in `lib/matplotlib/offsetbox.py`.",['lib/matplotlib/offsetbox.py'],1,0
matplotlib__matplotlib-22871,"The issue occurs with Matplotlib version 3.4.3. I'm using the Spyder IDE, version 5.1.5 on Windows 10. The problem arises when using `ConciseDateFormatter` on the x-axis with a time range of less than a year that does not include January. The relevant plotting functions are `ax.plot()`, `mdates.AutoDateLocator()`, and `mdates.ConciseDateFormatter()`.",[],0,0
django__django-7530,"The method responsible for migration permissions being called incorrectly is `router.allow_migrate()`. The incorrect parameters being passed are `(app_label, model)` pairs, where the method is called with all models in the project for each app, instead of just the app's own models. This affects the database routers because it leads to invalid combinations for shards, as not all shards have the same models. Yes, you can assume that the `makemigrations` command is the one that triggers the incorrect call to `router.allow_migrate()`. To reproduce the error, you can start with a generic example. However, it might be helpful to set up multiple apps with different sets of models and a custom database router that mimics the shard behavior to highlight the issue with invalid combinations.",[],0,True
matplotlib__matplotlib-23299,"The issue occurs when a figure is created inside an `rc_context`, and then `get_backend()` is called. The steps to reproduce are in the code provided:

1. Create a figure within an `rc_context`.
2. Call `get_backend()`.
3. Observe that the figure is removed from `Gcf.figs`.

The expected behavior is that the figure should remain in `Gcf.figs` after calling `get_backend()`. You might want to focus on the `lib/matplotlib/__init__.py` file for resolving this issue.",['lib/matplotlib/__init__.py'],1,0
matplotlib__matplotlib-20676,"The issue is that when using the `SpanSelector` with `interactive=True`, the axes limits are incorrectly expanded to include zero, even when the data range doesn't necessitate this. In the provided code, once the `SpanSelector` is initialized, the x-axis limits change from (10, 20) to start from zero. The expected behavior is for the x-axis limits to remain at (10, 20) after initializing `SpanSelector`, with margins applied as it was in earlier versions of Matplotlib like 3.4. This behavior is noticeable as soon as the `SpanSelector` is initialized, regardless of any interactions with it.",[],0,0
matplotlib__matplotlib-25479,"The discrepancy occurs because the internal name of the colormap (`some_cmap_name`) and the registered name (`my_cmap_name`) are different. When using the `pyplot` interface and setting the colormap with `plt.set_cmap`, the lookup fails if these names do not match since it appears to look up the internal name instead of the registered name. The expected behavior is to be able to use the registered name (`my_cmap_name`) with `plt.set_cmap` and other interfaces without errors, even if the internal name differs. When importing colormaps from other modules, I expect to register them with any name I choose and use this name without issues.",[],0,0
matplotlib__matplotlib-23412,"The issue is that when setting the linestyle on a patch object using a dash tuple, the offset has no effect. The patch edge lines overlap and do not adhere to the specified offset. This issue has been reproduced with both the `Rectangle` and `Ellipse` patch objects. The problem was observed on OS/X and Ubuntu 18.04 with matplotlib versions 3.3.4 and 3.5.0, respectively.

As a workaround, a specific on-off sequence can be used to manually create the desired effect. An example of this workaround is:

```python
ax.add_patch(mpl.patches.Rectangle(
    (0, 0), 1, 1,
    facecolor='gray',
    edgecolor='r',
    linestyle=(0, [6, 0, 0, 6]),
    fill=True
))
ax.add_patch(mpl.patches.Rectangle(
    (0, 0), 1, 1,
    facecolor='gray',
    edgecolor='r',
    linestyle=(0, [0, 6, 6, 0]),
    fill=True
))
```

The intention of using edge colors to denote a binary property of overlapping entities requires seeing two colors, which isn't achieved with low alpha values alone. A docstring update to reflect the intended behavior where the offset doesn't affect patch edge lines could also be helpful.",[],0,0
matplotlib__matplotlib-25311,"The exact TypeError message is `TypeError: cannot pickle 'FigureCanvasQTAgg' object`. The error occurs at the line `pickle.dumps(fig)`. There are no specific requirements or constraints mentioned for the solution, such as maintaining backwards compatibility or avoiding certain libraries.",[],0,0
matplotlib__matplotlib-25960,"The issue is with the `wspace` and `hspace` parameters in `Figure.subfigures`, which are not adjusting the space between subfigures as expected. The expected outcome would be to see the subfigures spaced according to the values set for `wspace` and `hspace`, but in reality, changing these values does not affect the layout. Specifically, it seems related to the `matplotlib.figure` module where subfigure positioning and spacing might be handled. The relevant functions could be around the layout management in `lib/matplotlib/figure.py`.",['lib/matplotlib/figure.py'],1,0
matplotlib__matplotlib-13989,The function in question is `plt.hist()`. The parameter that's not being respected is `range=...` when `density=True`.,[],0,0
matplotlib__matplotlib-25332,"The `align_labels()` function is used to align the labels of axes in a Matplotlib figure for better readability. It's part of the Matplotlib library.

The expected behavior when serializing a Matplotlib figure after using `align_labels()` is that the figure should be pickled successfully.

The actual error message when attempting to serialize the figure object is:

```
TypeError: cannot pickle 'weakref.ReferenceType' object
```

Unfortunately, I don't have the specific location of where it is defined in the repository.",[],0,0
matplotlib__matplotlib-26466,"The issue is with Matplotlib, specifically with the `annotate` function when using numpy arrays as the `xy` parameter. The problem arises because when you update the array after calling the function, it changes the arrow position in the plot. The expected behavior is that both arrows should remain horizontal, unaffected by modifications to the input array after it's passed to `annotate`. However, currently, changing the `xy` array updates the arrow position, indicating that the original array is being used rather than a copy.",[],0,0
matplotlib__matplotlib-14623,"The issue arises in matplotlib version 3.1.0. When attempting to reverse the axis direction in log scale plots using `ax.set_ylim(y.max(), y.min())`, the y-axis does not invert for the log scale, while it works for the linear scale. The specific functions affected are related to setting and inverting axis limits, particularly in `lib/matplotlib/axes/_base.py`.",['lib/matplotlib/axes/_base.py'],1,0
matplotlib__matplotlib-23476,"1. The expected behavior when a figure is unpickled on M1 Mac systems is that the DPI of the figure should remain constant and not double.
2. The issue seems to happen when the figure is pickled and then unpickled using Python's `pickle` module. The DPI changes during this process.
3. The specific error message when the overflow occurs is: `OverflowError: signed integer is greater than maximum`.

Additional context: This issue seems specific to M1 MacBooks and occurs regardless of the Python version used. It might be related to how high-DPI screens are handled.",[],0,0
mwaskom__seaborn-3069,"Nominal scales in seaborn's categorical plots should behave similarly to categorical scales by implementing these behaviors:

1. Margin Logic: The scale should extend to +/- 0.5 from the first and last tick, instead of normal margin logic. This is trickier to implement and might involve setting sticky edges or modifying the spine artist.

2. Grid Visibility: A grid should typically not be shown, even when it would be with the active style. This can potentially be handled in the `Plotter._finalize_figure` function.

3. Axis Inversion: If applied to the y-axis, the axis should be inverted.

As for the specific files or modules, `seaborn/_core/plot.py` is a relevant file where you might want to focus on implementing changes.

I hope this helps in understanding the issue and implementing a solution! Yes, the changes you're thinking of making to the `Plotter` class in `seaborn/_core/plot.py`, specifically to the `_finalize_figure` method, would be relevant. This seems like the appropriate place to handle adjustments related to grid visibility and potentially other aspects related to the nominal scales.","['seaborn/_core/plot.py', 'seaborn/_core/plot.py']",1,0
mwaskom__seaborn-3187,"The plotting functions affected by this issue, like `so.Plot()` and `scatterplot()`, are part of the seaborn library, not custom functions. The specific configuration settings that might influence this problem are the matplotlib rcParams: `axes.formatter.useoffset` and `axes.formatter.offset_threshold`. Certainly! Here's an example using `so.Plot()`:

```python
import seaborn as sns
import seaborn.objects as so

penguins = sns.load_dataset(""Penguins"")
penguins[""body_mass_mg""] = penguins[""body_mass_g""]*1000
(
    so.Plot(
        penguins, x=""bill_length_mm"", y=""bill_depth_mm"",
        color=""species"", pointsize=""body_mass_mg"",
    )
    .add(so.Dot())
)
```

This code snippet creates a plot with incorrect legend values for `body_mass_mg`, which should be in the order of 1E6. The same issue also occurs when using `scatterplot()` in a similar context.",[],0,0
pallets__flask-5014,,[],0,True
psf__requests-1142,"The issue is that `requests.get` automatically adds the 'content-length' header to GET requests, which isn't the conventional behavior as GET requests usually don't have a message body. This header can cause servers like Amazon to return a 503 error because they may misinterpret the presence of 'content-length' as implying a body, even if empty. While I mainly noticed it with Amazon, any server sensitive to this header might face similar issues. The expected behavior is for GET requests not to automatically include this header, allowing them to work with a broader range of servers.",[],0,0
psf__requests-1921,"The session object is from the `requests` library in Python. The name of the header being discussed is `Accept-Encoding`. The expected behavior when its value is set to `None` is that it should not be sent at all, but currently, it sends `Accept-Encoding: None`.",[],0,0
psf__requests-6028,"The issue is occurring with Python version 3.8.12, and the unexpected error code being returned is 407. I am using an HTTP proxy with Basic Auth for authentication.",[],0,0
psf__requests-5414,"The expected behavior when accessing a URL with an invalid format like `http://.example.com` is to raise an `InvalidUrl` exception with the message: ""URL has an invalid label.""",[],0,0
psf__requests-2317,"The issue is in `requests/sessions.py`, where there's a command `method = builtin_str(method)`. This converts a method from binary string `b'GET'` to the literal string `""b'GET'""`. The expected behavior is that the method should remain as `'GET'`, but instead it's converted incorrectly, causing a 404 Not Found response. The suspected root cause is within the requests library due to improper handling of binary strings.",['requests/sessions.py'],1,0
psf__requests-2931,,[],0,0
matplotlib__matplotlib-24637,"AnnotationBbox in Matplotlib is used to annotate plots with images or other offset boxes. It's essentially a box that can be placed at a specific position in the plot, and it can contain any artist you like, such as an image. In my case, I'm using it to add images to my figures.

The expected behavior when assigning a unique identifier (gid) to these images is that the gid should be passed to the renderer when saving the figure as an SVG file. This would allow me to access and modify the images in the SVG later using their gid. However, currently, when I save the figure to SVG, the gid is not included in the rendered file, making it difficult to identify the individual elements later.",[],0,0
matplotlib__matplotlib-24870,"The `contour()` function is used to draw contour lines for visualizing 2D data. Currently, when passing a boolean array to `contour()`, it treats the array as numerical and applies the default 8 contour levels, resulting in overlapping contours. For boolean arrays, the expected behavior is to have a single contour level at 0.5, which distinguishes the boundary between `True` and `False` regions.

The files you may want to focus on are `lib/matplotlib/contour.py` and `lib/matplotlib/tri/_tricontour.py`. These may contain the relevant code for contour handling.

I hope this helps!","['lib/matplotlib/contour.py', 'lib/matplotlib/tri/_tricontour.py']",1,0
pydata__xarray-3095,"1. **Expected Behavior**: When performing a deep copy (using `deep=True`) on a dataset or data array, the `IndexVariable`s with dtype `<U*` (Unicode string type) should maintain their original dtype, such as `<U3`.

2. **Actual Behavior**: In xarray versions 0.12.2 and later, performing a deep copy mistakenly casts `IndexVariable`s with dtype `<U*` to `object` dtype. This is not expected and is regarded as a regression.

3. **Affected Variables**: Yes, Unicode index variables, specifically those with dtype like `<U3`, are affected by this issue, as they are being cast to `object` when a deep copy is performed.

I hope this clarifies the regression problem!",[],0,0
pydata__xarray-3151,"The function is `xr.combine_by_coords` from the xarray library. It is expected to combine multiple datasets based on their coordinates. The inputs are datasets that you want to combine. The expected output is a single dataset where the data is combined according to the coordinate system. The documentation suggests that non-coordinate dimensions will be ignored, and any coordinate dimensions which do not vary between each dataset should also be ignored. However, identical coordinate dimensions are still required to be monotonic, which is causing the issue. The expected error message when trying to combine datasets with identical but non-monotonic coordinate dimensions using `xr.combine_by_coords` is a `ValueError`. The error message states: ""Resulting object does not have monotonic global indexes along dimension y"".",[],0,0
matplotlib__matplotlib-25775,"We're looking to enable setting and getting the antialiasing state for Text objects individually, rather than relying on the global rcParams[""text.antialias""]. This means adding `get_antialiased` and `set_antialiased` methods to Text objects.

For backends, specifically AGG and Cairo support this customization, so any adjustments would likely be within `lib/matplotlib/backends/backend_cairo.py` and `lib/matplotlib/backends/backend_agg.py`. These changes would replace direct rcParams access with getting the antialiasing state from a GraphicsContext state.

You should definitely look into `lib/matplotlib/text.py` to implement these changes, along with the mentioned backend files.

I hope this helps! Currently, the Text class handles antialiasing through global settings using `rcParams[""text.antialias""]`, so it doesn't have dedicated methods for antialiasing. You'll be introducing `set_antialiased` and `get_antialiased` methods to manage this configuration per Text object instead.

As for `get_window_extent`, antialiasing typically affects rendering quality rather than geometric properties like the bounding box, so these should remain separate concerns. The antialiasing methods will focus on rendering rather than affecting layout calculations.","['lib/matplotlib/backends/backend_cairo.py', 'lib/matplotlib/backends/backend_agg.py', 'lib/matplotlib/text.py']",1,0
pydata__xarray-3677,"The issue is with the `xarray` library. The expected behavior is that both the top-level `merge()` function and the `ds.merge()` method should be able to merge a `Dataset` and a `DataArray`. The `merge()` function works fine and returns a merged dataset, but the `ds.merge()` method fails with an `AttributeError`. The error occurs because the method attempts to access `.items()` on a `DataArray`, which doesn't have this attribute.",[],0,0
pydata__xarray-4629,"The implementation of the `merge` function can be found in the file `xarray/core/merge.py`.

As for the attributes being modified unexpectedly, it's the `attrs` of the merged product and the first source object. When the merged object's attributes are changed, the attributes of the first source object are also affected unexpectedly.",['xarray/core/merge.py'],1,True
psf__requests-1724,"The requests version causing the issue is 1.2.3. The exact error message is:

```
UnicodeDecodeError: 'ascii' codec can't decode byte 0xcf in position 140: ordinal not in range(128)
```",[],0,True
matplotlib__matplotlib-26291,"The error message is:

```
AttributeError: 'NoneType' object has no attribute '_get_renderer'
```

It occurs when trying to use `mpl_toolkits.axes_grid1.inset_locator.inset_axes` to create inset axes. The specific function causing the issue is inside `mpl_toolkits.axes_grid1.inset_locator`. The example is from the Matplotlib documentation on creating inset axes, and the issue arises during the rendering process in Jupyter using the inline backend, which automatically applies `bbox=""tight""` when saving figures. This causes a conflict with inset axes created this way.",[],0,0
matplotlib__matplotlib-26342,"Contour paths in the context of `ContourSet` are the collection of lines that represent the contour levels of a plot. Currently, Cartopy replaces the paths on the `ContourSet` with transformed versions using a workaround where it directly assigns transformed paths to the paths array.

The relevant part of the code in Cartopy is this snippet:

```python
paths = cs.get_paths()
paths[:] = transformed_paths
```

This method doesn't seem clean and can be improved.

For handling contour paths, the involved functions or modules are part of the Cartopy's contour module. The issue is that there isn’t a direct `set_paths` method in the Matplotlib's `ContourSet` API, requiring workarounds like the one mentioned.

As for the `src` directory, I don't have that information.",[],0,0
pydata__xarray-4966,"The ""hack"" mentioned refers to a method where an attribute `_Unsigned=False` is added to a variable, allowing the storage of signed bytes in OPeNDAP, even though OPeNDAP only natively supports unsigned bytes. The netcdf4 engine in xarray handles this by correctly interpreting the data and returning negative values when the `_Unsigned=False` attribute is present. 

The inconsistency arises with the pydap engine, which does not interpret the `_Unsigned=False` attribute. As a result, the pydap engine treats the data as unsigned bytes, leading to incorrect, higher positive values instead of the correct negative ones returned by the netcdf4 engine. This discrepancy results in different data interpretations between the two engines for the same dataset.",[],0,0
pydata__xarray-7393,The file you're looking for is `xarray/core/indexing.py`.,['xarray/core/indexing.py'],1,0
pydata__xarray-7233,"The `ds.Coarsen.construct` method is from the xarray library, used for grouping data over specified dimensions and constructing new dimensions. In my case, the non-dimensional coordinate is `day`, which is a coordinate assigned to the DataArray but not linked to any existing dimension. The expected behavior is that, after using `coarsen.construct`, `day` should remain as a coordinate. However, currently, it is demoted to a regular variable instead of staying as a coordinate.",[],0,0
pylint-dev__pylint-4551,"The UML generation tool in question is `pyreverse`, a component of `pylint`. Currently, it doesn't interpret Python type hints as per PEP 484. When using type hints in Python, like for a parameter `a: str = None`, pyreverse doesn't display the type information in the UML diagram.

The expected behavior is to see attributes and methods in the UML diagram with their respective types specified from the type hints. For example, a class attribute initialized with `a: str = None` should show up as `a : String` in the output UML diagram.

There's no error message; it's just a limitation where pyreverse does not currently utilize type hints for generating UML attributes.",[],0,0
pydata__xarray-2905,"The `ModelResult` instances from the `lmfit` library are objects that store results from curve fitting. In the context of xarray, I was storing these instances in arrays with `dtype==object` as part of an analysis saved in a `Dataset` or `DataArray`. The expected behavior is that these objects should be stored directly in the array without coercion. However, the presence of a `values` property in these instances and similar objects causes them to be coerced to the value of that property instead of being stored as the object itself. Yes, you can assume that the `lmfit` library is installed and available. And yes, the error occurs when trying to store a `ModelResult` instance or any object with a `values` property in a `DataArray` with `dtype==object`.",[],0,0
pylint-dev__pylint-4661,"The XDG Base Directory Specification designates specific folders to keep user home directories organized. It specifies:

- Configuration files should be stored in `$HOME/.config/<PROGRAM_NAME>`.
- Data files should be stored in `$HOME/.local/share/<PROGRAM_NAME>`.
- Cache files should be stored in `$HOME/.cache/<PROGRAM_NAME>`.

Pylint is currently creating a `.pylint.d` directory in the home folder, which doesn't comply with these standards.",[],0,0
pylint-dev__pylint-4604,"The linter being used is pylint. The issue occurs with the use of a type comment, specifically where `abc` is used in a type annotation comment like `X = ...  # type: abc.ABC`. The relevant files you might want to check are `pylint/constants.py` and `pylint/checkers/variables.py`.","['pylint/constants.py', 'pylint/checkers/variables.py']",1,0
pylint-dev__pylint-4970,"The code analysis tool in question is pylint. The specific parameter being set to zero is `min-similarity-lines` in the rcfile. The unintended behavior occurring is that instead of disabling duplicate code checking, it treats every line of code as a duplicate, raising many errors. A relevant file mentioned is `pylint/checkers/similar.py`. Yes, you can assume that the `pylintrc` file is the configuration file for pylint, and you can modify it to set the `min-similarity-lines` parameter to zero. As for where to put the script to reproduce the error, it would be logical to place it in the `tests` directory if such a directory exists, as it's typically used for testing purposes.",['pylint/checkers/similar.py'],1,0
pylint-dev__pylint-6386,"The tool is Pylint. The short option for the verbose flag is `-v`, and the long option is `--verbose`. The issue is observed in Pylint version 2.14.0-dev0. The `-v` option should be changed to not expect an argument, similar to the `--verbose` option.",[],0,0
pylint-dev__pylint-6903,"The function `_query_cpu()` in `pylint.lint.run` calculates the number of CPUs available by reading values from several files related to CPU control groups. In my case, the values from these files cause the calculation `2/1024`, which casts to an integer, resulting in 0. 

The expected behavior of pylint when the calculated CPU count is zero is to handle it gracefully, possibly defaulting to at least one CPU, so it doesn't crash. A possible solution would be to ensure the number of CPUs used is always at least 1.",[],0,0
pydata__xarray-6461,,[],0,0
pylint-dev__pylint-7080,"The tool configuration is specified in the `pyproject.toml` file under `[tool.pylint.MASTER]` with `ignore-paths` set to exclude paths like `""^src/gen/.*$""`. The command causing the issue is: `pylint --recursive=y src/`. The expected behavior is that files in `src/gen/` should be ignored during linting. However, the actual behavior is that these files are not ignored when running the command, especially when using `--recursive=y`.",[],0,0
pylint-dev__pylint-7277,"The specific line causing the problem is in `pylint/__init__.py` at line 99. In the context of this issue, the ""default path"" refers to paths like `""""` (an empty string), `"".""` (current directory), or `os.getcwd()` (the current working directory). These are typically default paths when running a script. The suggestion is to check for these before removing the first item from `sys.path`.",['pylint/__init__.py'],1,0
pylint-dev__pylint-8898,"The issue arises because Pylint splits on commas for the `bad-name-rgxs` option, which instead should take a list of strings. If a regular expression has commas, like `(foo{1,3})`, Pylint crashes since it splits the regex, causing syntax errors. The expected behavior is for any valid regex to be accepted without splitting and causing a crash. The configuration file involved is the Pylint configuration, where `bad-name-rgxs` is set.",[],0,0
pytest-dev__pytest-10051,"The `caplog.get_records()` function is used to retrieve log records, and `caplog.clear()` is used to clear log records during a test. The inconsistency arises because after calling `caplog.clear()`, `caplog.get_records()` does not update, leading to a discrepancy between what `caplog.get_records()` returns and the actual `caplog.records`. This problem is relevant to the `src/_pytest/logging.py` file in the pytest repository, where both functions are implemented.",['src/_pytest/logging.py'],1,0
pytest-dev__pytest-10081,,[],0,0
pytest-dev__pytest-10356,"The metaclass workaround involves creating a `BaseMeta` metaclass that overrides the `pytestmark` attribute. It collects and merges marker values from the method resolution order (MRO) of the class, ensuring that markers from all base classes are considered, not just the first one in the MRO. As for files or modules, focus on `src/_pytest/mark/structures.py` for implementing changes related to marker handling.",['src/_pytest/mark/structures.py'],1,0
pytest-dev__pytest-5262,"The `_pytest.capture.EncodedFile` class is located in the `src/_pytest/capture.py` file. Its purpose is to capture standard output/error during test execution in `pytest`, allowing inspection and verification of the output. The compatibility issue arises because `_pytest.capture.EncodedFile` advertises its mode as binary (`rb+`), while its `write` method expects a `str`, not `bytes`. This causes an exception when libraries like `youtube-dl`, which check the mode for `b` to decide between writing `bytes` or `str`, attempt to write `bytes` to it.",['src/_pytest/capture.py'],1,0
pytest-dev__pytest-5787,"When I say ""full chain of exceptions,"" I mean displaying the entire series of exceptions that were raised and caught, showing how one exception led to another using ""raise ... from ..."" syntax. The ""final exception in the chain"" refers to only the last exception that occurred, without showing the preceding causes.

The specific error messages to look for would be the differences in the output of the exception traces when run with and without xdist (`-n auto`): 

Without xdist, the trace shows:
1. ValueError: 11
2. ValueError: 12
3. ValueError: 13

With xdist, it only shows:
1. ValueError: 13

You should focus on the `src/_pytest/reports.py` file as mentioned.",['src/_pytest/reports.py'],1,0
pydata__xarray-6599,"The `polyval` function in xarray evaluates a polynomial at specific coordinates based on provided coefficients. It is expected to work with various data types, including `timedelta64` coordinates. In my case, the expected output is a DataArray with correct polynomial evaluations, as seen in version `2022.3.0`. However, in the latest development version, the output was incorrect, producing very large values. The recent updates changed how the `polyval` function uses the `coord` argument, which now directly influences the calculation, possibly leading to issues with `timedelta64` inputs.",[],0,True
pytest-dev__pytest-5840,"The exact error message is: `ImportError while loading conftest 'c:\azure\kms\componenttest\python\pisys\conftest.py'. ModuleNotFoundError: No module named 'python'`. The issue seems to be that the path has been converted to lowercase, causing the ImportError. The problem started after upgrading to pytest 5.1.2.",[],0,0
pydata__xarray-7229,"The issue seems to have arisen from a change in #6461, which affected the behavior of `xr.where(..., keep_attrs=True)`. This change appears to have been introduced in xarray version `2022.06.0`. The problem is that coordinate attributes are being overwritten by variable attributes, which was unintended. An example demonstrating this problem is:

```python
import xarray as xr
ds = xr.tutorial.load_dataset(""air_temperature"")
xr.where(True, ds.air, ds.air, keep_attrs=True).time.attrs
```

Here, the expected outcome should maintain the original coordinate attributes, but they are instead replaced by variable attributes.",[],0,0
pytest-dev__pytest-7236,,[],0,0
pytest-dev__pytest-7205,"The issue occurs when running pytest with the `--setup-show` option while using a bytes parameter in a test, specifically under Python with the `-bb` flag, which triggers `BytesWarning`. In this case, the parameter is `b'Hello World'`. The expected behavior is that pytest should handle bytes parameters without raising a `BytesWarning`, likely by using `saferepr` for representation instead of implicitly converting bytes to string with `str()`.",[],0,0
pytest-dev__pytest-7432,The issue affects pytest versions 5.4.x and the current master. I don't have information on specific configurations or environments where this is more likely to occur.,[],0,0
pytest-dev__pytest-7324,,[],0,0
